feature,category,rows,mean_shap
zip_code,812xx,1,-0.040697969165062027
zip_code,813xx,3,-0.047841706112390942
zip_code,814xx,1,-0.025299462892853241
zip_code,815xx,3,-0.031233966974313448
zip_code,816xx,5,-0.026350878670535215
zip_code,820xx,5,-0.04323830104282389
zip_code,822xx,1,-0.023570865548895443
zip_code,824xx,1,-0.021726526321023659
zip_code,825xx,3,-0.032825573773755258
zip_code,826xx,4,-0.041119701730896012
zip_code,827xx,1,-0.035121804028420099
zip_code,829xx,5,-0.042879701781158144
zip_code,830xx,1,-0.027544322245851564
zip_code,831xx,2,-0.036150880314286711
zip_code,840xx,36,-0.0099349215640759086
zip_code,841xx,17,-0.033141206859226939
zip_code,843xx,6,-0.032575907724748839
zip_code,846xx,7,-0.034819887641025893
zip_code,847xx,6,0.074732213473488698
zip_code,850xx,43,0.0018569460554713414
zip_code,851xx,14,0.024894169315879351
zip_code,852xx,62,0.030682297760486772
zip_code,853xx,44,-0.04200496822665245
zip_code,855xx,2,-0.041673253344108235
zip_code,856xx,15,0.41296130364426248
zip_code,857xx,29,0.11476127396478064
zip_code,859xx,4,-0.027814082388422205
zip_code,860xx,9,-0.034183492357468426
zip_code,863xx,8,0.28951539865491804
zip_code,864xx,6,-0.028027883042250634
zip_code,870xx,4,-0.028294122585528891
zip_code,871xx,29,0.087932000891901743
zip_code,873xx,1,-0.020664217782212058
zip_code,874xx,1,-0.037058291112443659
zip_code,875xx,9,-0.032247389158630735
zip_code,877xx,1,-0.04249163182801053
zip_code,878xx,2,-0.035961880148770893
zip_code,880xx,8,0.036066904986941435
zip_code,881xx,3,-0.017171839389189546
zip_code,882xx,6,-0.062089396958544631
zip_code,883xx,3,-0.032287483864541826
zip_code,890xx,34,0.12494618935822699
zip_code,891xx,77,0.22783847580135586
zip_code,893xx,2,-0.030735818620931929
zip_code,894xx,12,0.063678857567396094
zip_code,895xx,17,0.041468943583451247
zip_code,897xx,1,-0.012898108677625697
zip_code,898xx,5,-0.040350463435640568
zip_code,900xx,90,-0.031708605327400073
zip_code,902xx,42,-0.0012429419646006706
zip_code,903xx,5,0.20715104904458995
zip_code,904xx,4,-0.081759649089495276
zip_code,905xx,7,0.1393866721974546
zip_code,906xx,24,0.029482575144791356
zip_code,907xx,28,0.00837810111610909
zip_code,908xx,23,0.020299032448523074
zip_code,910xx,11,-0.14198355049490105
zip_code,911xx,3,-0.043848290675256092
zip_code,912xx,9,0.48627686095864714
zip_code,913xx,56,0.096981839815933127
zip_code,914xx,14,0.038219748719065604
zip_code,915xx,4,-0.052498795871351339
zip_code,916xx,12,-0.054238352480935025
zip_code,917xx,79,0.18485799581292833
zip_code,918xx,2,0.012181562430774026
zip_code,919xx,23,0.041052650533316221
zip_code,920xx,41,0.029493147993584188
zip_code,921xx,65,0.051067145334775799
zip_code,922xx,27,0.095853547616527562
zip_code,923xx,42,0.039920234944331334
zip_code,924xx,4,0.14330773612112549
zip_code,925xx,62,0.025820337074097515
zip_code,926xx,64,0.086059722595405813
zip_code,927xx,16,0.2970185984260677
zip_code,928xx,50,0.077353865699610544
zip_code,930xx,30,-0.067717617349643558
zip_code,931xx,9,-0.030031633869287779
zip_code,932xx,21,-0.066563892493180898
zip_code,933xx,15,-0.023370181679329142
zip_code,934xx,8,0.012584214926904395
zip_code,935xx,15,0.3253792910326147
zip_code,936xx,17,-0.088693864435657077
zip_code,937xx,17,0.012944850407244865
zip_code,939xx,15,-0.031617516760855259
zip_code,940xx,38,-0.014110422393620635
zip_code,941xx,56,-0.18134091306881311
zip_code,943xx,6,-0.038950768484764704
zip_code,944xx,7,-0.034231289873968625
zip_code,945xx,119,-0.031865055033894259
zip_code,946xx,17,-0.050003480515374087
zip_code,947xx,4,-0.099123185641301237
zip_code,948xx,6,-0.025961568877691511
zip_code,949xx,12,-0.054867451968038598
zip_code,950xx,21,-0.031015331156173824
zip_code,951xx,44,0.13637312280706848
zip_code,952xx,18,0.057488616376303724
zip_code,953xx,37,0.086357469768647707
zip_code,954xx,16,0.051609251391317057
zip_code,955xx,1,-0.029667120276823968
zip_code,956xx,48,0.11022464624646429
zip_code,957xx,13,-0.048942891056538533
zip_code,958xx,34,-0.0054157236962087425
zip_code,959xx,11,-0.0371053291086249
zip_code,960xx,6,0.043843609835694748
zip_code,961xx,5,-0.029979073940114981
zip_code,967xx,27,0.11752918515280358
zip_code,968xx,17,0.0041838578147087024
zip_code,970xx,18,-0.011982454097303356
zip_code,971xx,11,0.10205878119519159
zip_code,972xx,35,-0.059248518698856764
zip_code,973xx,22,-0.060135791440099243
zip_code,974xx,18,0.0096548600259704336
zip_code,975xx,6,0.010238506172406533
zip_code,977xx,9,0.00097600364699742973
zip_code,978xx,4,-0.10467972839462077
zip_code,979xx,1,-0.030711308140469434
zip_code,980xx,55,-0.049842364381401327
zip_code,981xx,41,-0.014602219352766234
zip_code,982xx,26,0.046732394090406568
zip_code,983xx,16,0.0042975671460820618
zip_code,984xx,5,0.082559680205985905
zip_code,985xx,12,-0.044913604100615866
zip_code,986xx,19,0.16247442288452044
zip_code,988xx,10,-0.067194881021189812
zip_code,989xx,8,-0.031059468808567581
zip_code,990xx,7,-0.033900657880714842
zip_code,991xx,2,-0.035334351101577947
zip_code,992xx,16,0.18544220552853827
zip_code,993xx,9,-0.022942086089454521
zip_code,994xx,3,-0.034057785521121452
zip_code,995xx,14,-0.026874071341114272
zip_code,996xx,4,-0.044889932369221029
zip_code,997xx,9,-0.046382648858606948
zip_code,998xx,2,-0.030703973956370867
zip_code,999xx,1,-0.02044675076315719
zip_code,<missing/unseen>,42,-0.032451253864710788
earliest_cr_line,<missing/unseen>,173,-0.01909757761421781
earliest_cr_line,Apr-1966,1,-0.026962021522703619
earliest_cr_line,Apr-1967,1,-0.030921078353992645
earliest_cr_line,Apr-1969,1,-0.041031169696120612
earliest_cr_line,Apr-1970,1,-0.019878854778287578
earliest_cr_line,Apr-1972,1,-0.0224492514938032
earliest_cr_line,Apr-1973,1,-0.013463761083809516
earliest_cr_line,Apr-1974,1,-0.020689631816496735
earliest_cr_line,Apr-1976,4,-0.028672133547038969
earliest_cr_line,Apr-1977,3,-0.039401617136455923
earliest_cr_line,Apr-1978,3,-0.018950143181073326
earliest_cr_line,Apr-1979,2,-0.021299589887080674
earliest_cr_line,Apr-1980,2,-0.02098797010110337
earliest_cr_line,Apr-1981,1,-0.018281899568318952
earliest_cr_line,Apr-1982,3,-0.026012257003796252
earliest_cr_line,Apr-1983,9,-0.03257842619217962
earliest_cr_line,Apr-1984,12,-0.018154819066772684
earliest_cr_line,Apr-1985,6,0.077084619981255195
earliest_cr_line,Apr-1986,14,-0.032019702796039592
earliest_cr_line,Apr-1987,8,0.043473563429977873
earliest_cr_line,Apr-1988,13,-0.035847320971378147
earliest_cr_line,Apr-1989,15,0.0023775043187816377
earliest_cr_line,Apr-1990,13,-0.049688838253474928
earliest_cr_line,Apr-1991,15,0.0021210559490151158
earliest_cr_line,Apr-1992,15,-0.023478471370508899
earliest_cr_line,Apr-1993,24,0.02782096589275038
earliest_cr_line,Apr-1994,26,-0.024437532649947566
earliest_cr_line,Apr-1995,29,0.051932370441854836
earliest_cr_line,Apr-1996,38,0.027964861100575739
earliest_cr_line,Apr-1997,33,-0.0025548975365510202
earliest_cr_line,Apr-1998,44,-0.01304105916695833
earliest_cr_line,Apr-1999,35,-0.0016269653330511374
earliest_cr_line,Apr-2000,40,0.013162149192373115
earliest_cr_line,Apr-2001,56,0.018552460010605582
earliest_cr_line,Apr-2002,56,0.016805871270637086
earliest_cr_line,Apr-2003,39,-0.051509876358679922
earliest_cr_line,Apr-2004,30,0.096654173259749177
earliest_cr_line,Apr-2005,32,0.073448428870290836
earliest_cr_line,Apr-2006,25,0.045038496390378401
earliest_cr_line,Apr-2007,19,0.077252432074124813
earliest_cr_line,Apr-2008,19,0.035544615470297303
earliest_cr_line,Apr-2009,6,-0.019116747503255795
earliest_cr_line,Aug-1969,1,-0.025327691557803726
earliest_cr_line,Aug-1970,1,-0.027489673292816107
earliest_cr_line,Aug-1972,1,-0.017204216524363419
earliest_cr_line,Aug-1973,1,-0.013481743414949525
earliest_cr_line,Aug-1974,1,-0.00341675416225428
earliest_cr_line,Aug-1977,8,0.066028518342319681
earliest_cr_line,Aug-1978,4,0.046383543821679231
earliest_cr_line,Aug-1979,3,0.019880758720919264
earliest_cr_line,Aug-1980,3,-0.03425172780157984
earliest_cr_line,Aug-1981,4,-0.039356468120604775
earliest_cr_line,Aug-1982,8,-0.02668300954395833
earliest_cr_line,Aug-1983,4,0.068407624241662746
earliest_cr_line,Aug-1984,9,0.043786018021042067
earliest_cr_line,Aug-1985,14,-0.041984374101944173
earliest_cr_line,Aug-1986,13,0.0073716527615439132
earliest_cr_line,Aug-1987,14,-0.035887137709995555
earliest_cr_line,Aug-1988,19,0.057174480783719027
earliest_cr_line,Aug-1989,21,0.0044844402307533992
earliest_cr_line,Aug-1990,13,-0.073684053868016533
earliest_cr_line,Aug-1991,21,-0.033543190632373689
earliest_cr_line,Aug-1992,19,-0.020687551338631992
earliest_cr_line,Aug-1993,25,-0.10166792372697712
earliest_cr_line,Aug-1994,28,-0.047402642439784939
earliest_cr_line,Aug-1995,36,-0.015981047699438033
earliest_cr_line,Aug-1996,34,-0.036601784353106813
earliest_cr_line,Aug-1997,39,-0.022565214347478768
earliest_cr_line,Aug-1998,49,0.10433642511290997
earliest_cr_line,Aug-1999,68,0.14089059538535187
earliest_cr_line,Aug-2000,85,0.018069337749931053
earliest_cr_line,Aug-2001,72,-0.017268948809670188
earliest_cr_line,Aug-2002,71,-0.0094502448671977234
earliest_cr_line,Aug-2003,68,0.039077903755779901
earliest_cr_line,Aug-2004,61,0.053877663986978644
earliest_cr_line,Aug-2005,59,0.018670611536649045
earliest_cr_line,Aug-2006,56,-0.021701707374032039
earliest_cr_line,Aug-2007,29,-0.042240224313164591
earliest_cr_line,Aug-2008,26,-0.067791288852143083
earliest_cr_line,Aug-2009,11,-0.018869102323843319
earliest_cr_line,Dec-1968,1,-0.025433108174750078
earliest_cr_line,Dec-1969,4,-0.024303642527205124
earliest_cr_line,Dec-1970,2,-0.017650975387864441
earliest_cr_line,Dec-1971,2,-0.014833922120032022
earliest_cr_line,Dec-1972,1,-0.021048518201833254
earliest_cr_line,Dec-1976,1,-0.0092490077021620768
earliest_cr_line,Dec-1977,2,0.0046958880223372532
earliest_cr_line,Dec-1979,3,-0.017775007531919601
earliest_cr_line,Dec-1980,2,-0.012850202145462723
earliest_cr_line,Dec-1981,8,-0.02161363345867414
earliest_cr_line,Dec-1982,8,-0.016998683350733592
earliest_cr_line,Dec-1983,14,-0.018120057029634314
earliest_cr_line,Dec-1984,7,-0.066402241670084919
earliest_cr_line,Dec-1985,6,-0.005992777541859947
earliest_cr_line,Dec-1986,12,0.068370866582192547
earliest_cr_line,Dec-1987,18,-0.082154139643031157
earliest_cr_line,Dec-1988,6,-0.0024910661548076204
earliest_cr_line,Dec-1989,13,0.0041712383510056411
earliest_cr_line,Dec-1990,17,0.019832718821342923
earliest_cr_line,Dec-1991,20,-0.016069342026594682
earliest_cr_line,Dec-1992,14,-0.017789657298114062
earliest_cr_line,Dec-1993,31,-0.054011908201441812
earliest_cr_line,Dec-1994,40,-0.0079136642362599551
earliest_cr_line,Dec-1995,29,-0.035520703573802159
earliest_cr_line,Dec-1996,34,-0.017431631155816484
earliest_cr_line,Dec-1997,43,0.016961016320613708
earliest_cr_line,Dec-1998,51,-0.021288997948149046
earliest_cr_line,Dec-1999,55,-0.020786341548520125
earliest_cr_line,Dec-2000,52,-0.030867283411732799
earliest_cr_line,Dec-2001,35,0.070101431553744445
earliest_cr_line,Dec-2002,44,-0.0058645033610402221
earliest_cr_line,Dec-2003,48,0.031025226821225407
earliest_cr_line,Dec-2004,34,0.0047810833988654209
earliest_cr_line,Dec-2005,26,0.040332077600573078
earliest_cr_line,Dec-2006,34,0.11274506486478292
earliest_cr_line,Dec-2007,19,0.044292845356508882
earliest_cr_line,Dec-2008,12,-0.035482164253901632
earliest_cr_line,Feb-1972,1,-0.031066572076044834
earliest_cr_line,Feb-1973,3,-0.030416473525521182
earliest_cr_line,Feb-1974,2,-0.014493835346178978
earliest_cr_line,Feb-1975,3,-0.027811095596638729
earliest_cr_line,Feb-1977,1,-0.018148810187869797
earliest_cr_line,Feb-1978,2,-0.016278650356532021
earliest_cr_line,Feb-1979,3,0.035871446227100971
earliest_cr_line,Feb-1980,3,0.20001460476402014
earliest_cr_line,Feb-1981,4,-0.025808120076472929
earliest_cr_line,Feb-1982,3,0.03563935686407365
earliest_cr_line,Feb-1983,8,-0.0030852760436893669
earliest_cr_line,Feb-1984,10,-0.049586881196885001
earliest_cr_line,Feb-1985,11,0.061358645944504582
earliest_cr_line,Feb-1986,18,-0.021606740586227927
earliest_cr_line,Feb-1987,5,-0.0086709773314306259
earliest_cr_line,Feb-1988,13,0.066472594241057545
earliest_cr_line,Feb-1989,15,-0.013788134705163987
earliest_cr_line,Feb-1990,17,-0.082772391528365019
earliest_cr_line,Feb-1991,20,-0.042096190046433946
earliest_cr_line,Feb-1992,12,-0.027817326429270334
earliest_cr_line,Feb-1993,20,-0.0017613023755561595
earliest_cr_line,Feb-1994,33,0.0076790871736110754
earliest_cr_line,Feb-1995,28,0.0042965938222867721
earliest_cr_line,Feb-1996,36,-0.029291398744305544
earliest_cr_line,Feb-1997,28,0.14900416982090708
earliest_cr_line,Feb-1998,39,-0.017895583623310292
earliest_cr_line,Feb-1999,46,0.029022455959964048
earliest_cr_line,Feb-2000,53,0.00085908507719430834
earliest_cr_line,Feb-2001,56,-0.04774552295136876
earliest_cr_line,Feb-2002,47,0.05533861796101399
earliest_cr_line,Feb-2003,46,-0.089311067585041745
earliest_cr_line,Feb-2004,33,0.065733483598470019
earliest_cr_line,Feb-2005,29,0.0062723282512170166
earliest_cr_line,Feb-2006,23,0.0035662245407473364
earliest_cr_line,Feb-2007,31,0.042276068900082404
earliest_cr_line,Feb-2008,20,0.038406375769560769
earliest_cr_line,Feb-2009,8,-0.019895477963487621
earliest_cr_line,Jan-1968,2,-0.024066481150008333
earliest_cr_line,Jan-1969,1,-0.024681117458242505
earliest_cr_line,Jan-1971,1,-0.023249274360109564
earliest_cr_line,Jan-1972,2,-0.016511148089990151
earliest_cr_line,Jan-1973,1,-0.025315033340244788
earliest_cr_line,Jan-1974,1,-0.020175617400793114
earliest_cr_line,Jan-1975,1,-0.036946488753743213
earliest_cr_line,Jan-1977,5,-0.025738356980796
earliest_cr_line,Jan-1978,5,-0.030008007400951508
earliest_cr_line,Jan-1979,4,-0.019418173977741961
earliest_cr_line,Jan-1980,12,-0.02433888890376015
earliest_cr_line,Jan-1981,4,-0.027502419626160839
earliest_cr_line,Jan-1982,2,-0.037725485878297237
earliest_cr_line,Jan-1983,8,-0.0044807340102212562
earliest_cr_line,Jan-1984,8,0.0010401453457584758
earliest_cr_line,Jan-1985,11,-0.030256556350774767
earliest_cr_line,Jan-1986,15,-0.023819620998668252
earliest_cr_line,Jan-1987,12,0.0097095069618774784
earliest_cr_line,Jan-1988,11,-0.050973036642678111
earliest_cr_line,Jan-1989,9,-0.0857364212385857
earliest_cr_line,Jan-1990,21,-0.017790474101142706
earliest_cr_line,Jan-1991,17,-0.017715109474977342
earliest_cr_line,Jan-1992,11,-0.030423022436000501
earliest_cr_line,Jan-1993,17,-0.047350863992135193
earliest_cr_line,Jan-1994,23,0.0024137665080327785
earliest_cr_line,Jan-1995,35,0.02041893716655515
earliest_cr_line,Jan-1996,23,0.01812195078290426
earliest_cr_line,Jan-1997,30,-0.013345724525031152
earliest_cr_line,Jan-1998,35,0.0050198269979729454
earliest_cr_line,Jan-1999,41,0.002549475215838017
earliest_cr_line,Jan-2000,39,-0.0087486394029807832
earliest_cr_line,Jan-2001,51,0.068367232938918679
earliest_cr_line,Jan-2002,48,-0.002249232762044316
earliest_cr_line,Jan-2003,36,-0.028174571070026584
earliest_cr_line,Jan-2004,27,-0.037822377944195434
earliest_cr_line,Jan-2005,35,0.041780806570011923
earliest_cr_line,Jan-2006,35,0.029247441626279798
earliest_cr_line,Jan-2007,18,-0.02208472700124587
earliest_cr_line,Jan-2008,21,-0.036613102445683957
earliest_cr_line,Jan-2009,9,-0.088188883949443519
earliest_cr_line,Jul-1965,1,-0.020167580181567373
earliest_cr_line,Jul-1970,1,-0.022163631031852177
earliest_cr_line,Jul-1971,2,-0.01835643577836036
earliest_cr_line,Jul-1973,1,-0.029964496882473109
earliest_cr_line,Jul-1974,4,-0.026663750785861254
earliest_cr_line,Jul-1975,3,-0.024997119213268689
earliest_cr_line,Jul-1976,2,-0.020637431317292221
earliest_cr_line,Jul-1977,2,-0.038585041899039642
earliest_cr_line,Jul-1978,2,-0.026690746530976577
earliest_cr_line,Jul-1979,4,-0.0081683510850215548
earliest_cr_line,Jul-1980,4,-0.027285986691454722
earliest_cr_line,Jul-1981,5,0.0073264069309145518
earliest_cr_line,Jul-1982,9,-0.020918672487997513
earliest_cr_line,Jul-1983,8,0.041386538790806685
earliest_cr_line,Jul-1984,10,-0.016398101347242736
earliest_cr_line,Jul-1985,11,-0.045295427975144999
earliest_cr_line,Jul-1986,13,-0.0011755024031991407
earliest_cr_line,Jul-1987,11,-0.028445507511816813
earliest_cr_line,Jul-1988,10,0.062510618245428015
earliest_cr_line,Jul-1989,21,-0.0062556131295537472
earliest_cr_line,Jul-1990,10,-0.02336741808569414
earliest_cr_line,Jul-1991,20,-0.022182235432543745
earliest_cr_line,Jul-1992,17,-0.026289969149825874
earliest_cr_line,Jul-1993,27,-0.012960616965067819
earliest_cr_line,Jul-1994,32,-0.039766440223123631
earliest_cr_line,Jul-1995,29,0.028923859570166226
earliest_cr_line,Jul-1996,41,0.01526341651415363
earliest_cr_line,Jul-1997,31,-0.014779903931706478
earliest_cr_line,Jul-1998,34,0.050620597257674912
earliest_cr_line,Jul-1999,67,0.044363639164408067
earliest_cr_line,Jul-2000,62,-0.021289013262958175
earliest_cr_line,Jul-2001,62,-0.016949539855810134
earliest_cr_line,Jul-2002,53,0.01894167397390718
earliest_cr_line,Jul-2003,55,-0.10553025359615888
earliest_cr_line,Jul-2004,41,-0.012944836389955246
earliest_cr_line,Jul-2005,43,0.19146231208909345
earliest_cr_line,Jul-2006,29,-0.0071406296035625393
earliest_cr_line,Jul-2007,38,0.091425963551576075
earliest_cr_line,Jul-2008,19,-0.02645181449096367
earliest_cr_line,Jul-2009,11,-0.019564824437379915
earliest_cr_line,Jun-1966,1,-0.018245178878995461
earliest_cr_line,Jun-1969,3,-0.034500406157417486
earliest_cr_line,Jun-1975,4,-0.020487994420337406
earliest_cr_line,Jun-1978,2,-0.033073178778778911
earliest_cr_line,Jun-1979,6,-0.015727398782097873
earliest_cr_line,Jun-1980,1,-0.030391897485127019
earliest_cr_line,Jun-1981,1,-0.014569756167643682
earliest_cr_line,Jun-1982,5,-0.022334314613629457
earliest_cr_line,Jun-1983,8,-0.0097708882664476315
earliest_cr_line,Jun-1984,8,-0.039758438733973417
earliest_cr_line,Jun-1985,13,-0.023229451244405137
earliest_cr_line,Jun-1986,3,-0.02325923162834163
earliest_cr_line,Jun-1987,11,-0.047920609630672843
earliest_cr_line,Jun-1988,14,-0.025528834926747544
earliest_cr_line,Jun-1989,20,0.1549765689374677
earliest_cr_line,Jun-1990,16,0.026178980630269535
earliest_cr_line,Jun-1991,15,-0.06627103699171491
earliest_cr_line,Jun-1992,24,0.064035269672892983
earliest_cr_line,Jun-1993,24,-0.010043503405885038
earliest_cr_line,Jun-1994,32,-0.025992545559254902
earliest_cr_line,Jun-1995,37,-0.093272931405020382
earliest_cr_line,Jun-1996,31,-0.026102013015204387
earliest_cr_line,Jun-1997,37,0.058768433653159528
earliest_cr_line,Jun-1998,39,-0.062619449862721263
earliest_cr_line,Jun-1999,47,-0.0090971586022804037
earliest_cr_line,Jun-2000,42,0.007432349745234235
earliest_cr_line,Jun-2001,53,0.038963136245967506
earliest_cr_line,Jun-2002,51,0.049062172471887489
earliest_cr_line,Jun-2003,52,-0.035080518267258179
earliest_cr_line,Jun-2004,39,-0.03796097148855513
earliest_cr_line,Jun-2005,25,0.095123332934884217
earliest_cr_line,Jun-2006,44,0.12670291523373878
earliest_cr_line,Jun-2007,16,-0.027320807478303108
earliest_cr_line,Jun-2008,13,-0.035924849288170087
earliest_cr_line,Jun-2009,11,-0.0225764017469243
earliest_cr_line,Mar-1963,1,-0.024345491755392547
earliest_cr_line,Mar-1969,1,-0.0024055526273979487
earliest_cr_line,Mar-1970,1,-0.030075061733826444
earliest_cr_line,Mar-1971,2,-0.020424810102813388
earliest_cr_line,Mar-1973,3,-0.030933385840776675
earliest_cr_line,Mar-1974,3,-0.028671457215322705
earliest_cr_line,Mar-1975,3,-0.034623928667298333
earliest_cr_line,Mar-1976,2,-0.019497499532456452
earliest_cr_line,Mar-1977,3,-0.026121615321433325
earliest_cr_line,Mar-1978,3,-0.033024802229076632
earliest_cr_line,Mar-1979,6,0.027607121248310117
earliest_cr_line,Mar-1980,3,-0.025829425420482596
earliest_cr_line,Mar-1981,8,-0.024528143990521875
earliest_cr_line,Mar-1982,8,0.10057268049349311
earliest_cr_line,Mar-1983,9,0.033921648881084475
earliest_cr_line,Mar-1984,6,0.10081358762027391
earliest_cr_line,Mar-1985,9,-0.030281807999524766
earliest_cr_line,Mar-1986,14,-0.051932818547527237
earliest_cr_line,Mar-1987,13,-0.023731943301547327
earliest_cr_line,Mar-1988,19,-0.0066503106790856631
earliest_cr_line,Mar-1989,12,-0.019048445441886643
earliest_cr_line,Mar-1990,20,-0.010321431797391959
earliest_cr_line,Mar-1991,15,0.10858423809388504
earliest_cr_line,Mar-1992,12,-0.052503944795240766
earliest_cr_line,Mar-1993,22,-0.024361816008466708
earliest_cr_line,Mar-1994,30,-0.039556155887755302
earliest_cr_line,Mar-1995,35,0.027323704857454098
earliest_cr_line,Mar-1996,34,0.09407870595230082
earliest_cr_line,Mar-1997,51,0.055491928081044438
earliest_cr_line,Mar-1998,38,-0.016017007596463961
earliest_cr_line,Mar-1999,56,0.10904081743454143
earliest_cr_line,Mar-2000,70,-0.019504757064911366
earliest_cr_line,Mar-2001,61,0.045471686947443642
earliest_cr_line,Mar-2002,54,0.1018697828371249
earliest_cr_line,Mar-2003,44,-0.009735910120561549
earliest_cr_line,Mar-2004,45,-0.055378593321918197
earliest_cr_line,Mar-2005,24,0.042197343746831845
earliest_cr_line,Mar-2006,30,-0.014887615376234859
earliest_cr_line,Mar-2007,20,0.038855171289785592
earliest_cr_line,Mar-2008,17,0.031435677177024529
earliest_cr_line,Mar-2009,6,-0.024291162838216741
earliest_cr_line,May-1966,1,-0.015205897936588844
earliest_cr_line,May-1967,1,-0.0099891043081109694
earliest_cr_line,May-1969,2,-0.020430513474687939
earliest_cr_line,May-1971,1,-0.031606171064011285
earliest_cr_line,May-1972,2,-0.020766826213979281
earliest_cr_line,May-1973,1,-0.020958844555811446
earliest_cr_line,May-1976,6,-0.02953959058953572
earliest_cr_line,May-1978,3,-0.020990817502703138
earliest_cr_line,May-1979,5,-0.031526778608808828
earliest_cr_line,May-1980,1,0.23135842007504387
earliest_cr_line,May-1981,2,-0.01690510072807145
earliest_cr_line,May-1982,7,-0.01018018900798218
earliest_cr_line,May-1983,8,0.022652953906272557
earliest_cr_line,May-1984,10,0.017764533658718124
earliest_cr_line,May-1985,10,0.03409753356603358
earliest_cr_line,May-1986,12,-0.021115859283622376
earliest_cr_line,May-1987,13,-0.026854611563283406
earliest_cr_line,May-1988,11,-0.037707467383065109
earliest_cr_line,May-1989,14,0.02794579658917554
earliest_cr_line,May-1990,23,-0.063369432333904505
earliest_cr_line,May-1991,9,-0.021735726925668615
earliest_cr_line,May-1992,15,0.0028694569033463129
earliest_cr_line,May-1993,27,-0.02509753973746378
earliest_cr_line,May-1994,30,0.066734037040858618
earliest_cr_line,May-1995,29,-0.04723548643791417
earliest_cr_line,May-1996,32,0.027448315034703276
earliest_cr_line,May-1997,24,0.065652649734170745
earliest_cr_line,May-1998,42,-0.014863482090930778
earliest_cr_line,May-1999,47,0.055149912184319
earliest_cr_line,May-2000,61,0.021973864609555978
earliest_cr_line,May-2001,50,-0.028003417422377032
earliest_cr_line,May-2002,44,0.010190857160299244
earliest_cr_line,May-2003,61,0.039636458492908477
earliest_cr_line,May-2004,32,-0.01511647328380957
earliest_cr_line,May-2005,31,0.024727977225898385
earliest_cr_line,May-2006,37,0.01766168247026877
earliest_cr_line,May-2007,30,-0.0020479388932689211
earliest_cr_line,May-2008,18,0.027186167751365387
earliest_cr_line,May-2009,16,-0.020532101814443739
earliest_cr_line,Nov-1966,1,-0.021948076391326996
earliest_cr_line,Nov-1967,1,-0.025822854674075798
earliest_cr_line,Nov-1970,4,-0.023725040992177565
earliest_cr_line,Nov-1973,1,-0.03804513730323749
earliest_cr_line,Nov-1974,2,-0.020380616749833116
earliest_cr_line,Nov-1975,1,-0.021913966283415853
earliest_cr_line,Nov-1976,2,-0.017758829723438511
earliest_cr_line,Nov-1977,1,-0.020331901573065199
earliest_cr_line,Nov-1979,1,-0.017259075474924512
earliest_cr_line,Nov-1980,6,-0.023620681749958062
earliest_cr_line,Nov-1981,3,-0.028476310810141254
earliest_cr_line,Nov-1982,7,-0.024511954983746673
earliest_cr_line,Nov-1983,5,-0.021382980873648823
earliest_cr_line,Nov-1984,11,0.056398052285171613
earliest_cr_line,Nov-1985,9,-0.034845620749678251
earliest_cr_line,Nov-1986,17,-0.027678893567420815
earliest_cr_line,Nov-1987,18,-0.020473865296144332
earliest_cr_line,Nov-1988,14,-0.038312103909963681
earliest_cr_line,Nov-1989,16,-0.028267360376071367
earliest_cr_line,Nov-1990,18,-0.04758520989259539
earliest_cr_line,Nov-1991,17,-0.034765487177571788
earliest_cr_line,Nov-1992,29,-0.010283349369689672
earliest_cr_line,Nov-1993,33,-0.029273577290535823
earliest_cr_line,Nov-1994,58,-0.03922991827455366
earliest_cr_line,Nov-1995,42,-0.014433636688633551
earliest_cr_line,Nov-1996,48,-0.035945322629046789
earliest_cr_line,Nov-1997,48,-0.023619605445665812
earliest_cr_line,Nov-1998,51,-0.022171916263527467
earliest_cr_line,Nov-1999,52,0.013204884478020491
earliest_cr_line,Nov-2000,62,-0.043210168123018547
earliest_cr_line,Nov-2001,58,0.0089922245935288789
earliest_cr_line,Nov-2002,39,-0.047830021943326008
earliest_cr_line,Nov-2003,45,-0.094476183723176774
earliest_cr_line,Nov-2004,24,-0.049342513136474926
earliest_cr_line,Nov-2005,18,0.054091574995762143
earliest_cr_line,Nov-2006,23,0.075256939715630286
earliest_cr_line,Nov-2007,21,-0.017859767128680606
earliest_cr_line,Nov-2008,14,-0.033828894359572342
earliest_cr_line,Nov-2009,8,-0.025660060628704167
earliest_cr_line,Oct-1964,1,-0.025715601903138131
earliest_cr_line,Oct-1967,1,-0.020582326138806235
earliest_cr_line,Oct-1970,1,-0.019694457765544193
earliest_cr_line,Oct-1972,3,-0.019499137709965385
earliest_cr_line,Oct-1974,3,-0.03657577498280002
earliest_cr_line,Oct-1975,2,-0.018519978718690013
earliest_cr_line,Oct-1976,1,-0.029552103637856268
earliest_cr_line,Oct-1977,6,-0.016082178329508128
earliest_cr_line,Oct-1978,6,-0.027144457986601405
earliest_cr_line,Oct-1979,1,-0.01788757303741902
earliest_cr_line,Oct-1980,4,0.026726632705952297
earliest_cr_line,Oct-1981,4,-0.027204656744521515
earliest_cr_line,Oct-1982,9,-0.022827318714432235
earliest_cr_line,Oct-1983,6,-0.015171889149002296
earliest_cr_line,Oct-1984,10,-0.032506494282405318
earliest_cr_line,Oct-1985,15,-0.010791752662388234
